IDCode,Section Sum,mjon1,mjon2,mjon3,mjon4,mjon5,mjon6,mjon7,mjon8,mjon9,mjon10,mjon11,mjon12,mjon13,mjon14,mjon15,mjon16,mjon17,mjon18,mjon19,mjon20,mjon21,mjon22,mjon23,mjon24,mjon25,mjon26,mjon27,mjon28,mjon29,mjon30,mjon31,mjon32,mjon33,mjon34,mjon35,mjon36
0819CLPAL,51,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,2,1,1,1,2,3,1,4
0508IsVid,105,3,4,4,2,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,2,3,3,3,4,2,3,3
0306KaBis,97,2,1,2,3,3,1,3,3,2,2,2,2,2,1,1,1,2,1,1,2,2,4,4,3,4,4,4,4,4,3,5,4,4,4,4,3
0316HeBro,101,2,3,3,2,2,1,3,2,2,1,1,2,2,1,1,1,1,2,1,1,1,4,4,4,4,5,5,5,4,3,5,5,5,4,4,5
[Decline to Answer],108,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1202kijoh,107,1,1,2,1,2,1,2,2,2,1,3,2,2,1,1,1,2,1,2,2,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
1122ShMon,98,2,2,2,2,3,2,3,2,2,2,1,2,2,1,2,2,2,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
1103albee,110,4,5,5,3,4,5,5,4,3,2,2,2,4,3,2,3,4,3,5,4,3,2,2,2,2,3,3,3,3,2,2,1,3,2,2,3
0411FoCen,104,2,2,2,3,3,2,3,2,3,2,2,3,3,1,1,2,3,1,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4
0217kaber,97,2,1,3,3,2,3,3,3,2,3,2,3,3,2,2,2,3,2,2,3,1,3,3,3,4,3,3,4,4,3,2,2,4,2,3,4
0710SuPin,92,2,1,2,2,2,2,2,2,3,2,1,2,3,2,2,2,2,2,2,2,2,4,3,3,4,4,4,2,4,3,3,3,3,3,3,4
0104kamet,98,3,3,4,3,4,3,2,2,3,2,1,2,2,4,3,3,4,4,2,3,2,2,3,2,3,3,3,3,3,2,2,3,2,1,4,3
0222rehom,95,3,3,3,3,4,3,4,4,3,2,1,2,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2
Masconomet18!,113,1,4,3,2,3,4,5,3,3,2,3,2,3,2,3,2,2,2,2,2,2,4,4,4,4,4,5,4,4,3,4,3,5,3,3,4
1105jeroo,108,3,2,3,3,3,1,4,3,4,4,3,3,4,2,3,3,2,3,2,3,4,3,3,2,4,3,2,5,4,3,3,2,4,4,2,2
1001jadev,103,2,2,1,2,3,3,3,3,2,2,1,1,2,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4
0429lidss,93,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,4,4,4,4,3,3,3,3,2,4,5,4,3,4
1230jemul,104,2,2,3,2,3,3,3,4,2,1,2,2,4,2,3,3,2,3,2,2,2,3,4,4,4,4,3,4,3,3,4,2,4,4,3,3
1227decor,87,2,1,1,2,2,1,2,2,1,1,1,1,3,1,1,1,2,2,1,2,1,4,4,4,4,4,1,4,4,4,4,3,4,4,4,4
0207kiche,95,2,1,1,2,2,2,4,3,3,1,3,1,2,1,1,1,3,1,2,2,1,4,4,3,3,4,3,5,4,4,4,3,4,5,4,2
0604DaCha,87,1,1,3,2,3,4,3,5,2,2,1,2,2,2,1,1,1,1,1,2,1,4,3,2,4,2,3,2,4,4,3,2,3,3,3,4
0217SiFai,96,2,2,1,2,2,1,2,3,2,2,2,2,2,1,2,2,2,1,1,2,2,4,4,4,4,4,4,4,4,3,5,3,4,3,4,4
0612cemul,81,4,2,3,4,4,3,4,3,2,1,1,1,1,2,2,3,3,3,3,4,2,2,1,1,2,1,1,2,2,1,2,2,1,1,4,3
1102ArLak,120,4,3,3,4,4,1,4,3,2,3,5,3,4,3,3,3,4,3,1,4,3,3,2,3,3,4,5,4,3,5,4,2,5,3,4,3
0505SuVen,92,1,2,1,2,2,3,2,1,4,2,1,2,3,1,2,2,2,1,1,2,2,4,5,3,4,4,4,3,2,5,3,3,3,3,3,4
1209MiLac,84,1,1,1,1,1,1,1,1,1,2,1,3,3,1,2,1,1,1,1,1,1,4,3,4,4,4,4,3,4,3,4,3,5,3,5,4
0627chwes,119,4,4,4,5,5,5,5,4,3,2,4,2,2,2,3,3,4,2,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3
0105ginic,122,3,2,3,3,4,3,4,3,4,4,3,3,4,2,2,2,3,3,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0113YoGra,117,3,2,4,4,3,2,4,3,3,3,2,3,4,4,4,3,4,3,4,4,4,2,4,3,3,3,4,3,4,4,2,3,3,3,3,3
1017TaWoo,84,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4
0926MePra,107,3,3,3,2,3,3,3,3,4,3,2,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1004AnFai,95,3,1,1,4,3,3,3,2,2,1,2,2,1,2,1,1,3,3,1,2,2,3,3,4,4,4,4,3,3,3,4,3,4,2,4,4
1016YvLee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0130LyChe,99,1,1,2,3,3,2,4,2,1,2,1,1,2,3,1,3,3,1,1,3,1,4,4,4,4,4,4,3,4,5,4,3,4,3,4,4
1004copac,83,1,1,3,2,2,1,1,2,1,3,1,1,3,1,1,1,2,1,1,1,1,4,3,3,4,3,3,4,3,3,3,4,4,3,4,4
0521StArv,118,4,4,4,4,4,4,4,5,4,2,3,3,4,2,2,3,3,3,2,3,3,3,4,3,3,3,3,4,3,4,3,2,4,3,3,3
1003CaRoc,121,4,3,5,5,4,5,4,5,5,3,4,3,4,3,3,4,4,4,5,3,3,3,3,3,3,3,3,3,3,2,3,2,,4,,3
1027MeEas,91,1,1,1,3,3,1,3,3,3,3,3,,3,1,1,1,3,3,1,2,1,3,3,3,4,3,4,3,4,3,4,4,3,3,3,3
[Decline to Answer],91,2,1,3,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4
10ralcc,89,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,2,1,1,4,5,3,4,4,4,5,4,4,3,3,4,4,3,4
0319jevai,89,2,3,3,2,4,3,4,2,2,1,1,1,2,1,1,1,2,1,1,2,1,4,3,4,4,4,3,3,4,2,4,3,4,1,3,3
0103LaDex,94,2,3,3,2,4,1,4,4,2,2,2,2,2,1,1,2,3,1,3,3,2,2,1,2,3,3,3,4,4,5,3,3,3,4,2,3
0506krjac,95,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,2,1,1,1,1,4,4,5,5,5,4,5,4,4,5,5,4,5,4,4
0225StSta,118,3,4,5,3,5,4,5,3,4,3,3,3,4,5,3,4,5,5,5,5,5,2,3,2,2,2,2,2,3,3,1,1,2,2,2,3
1203CyHam,94,2,1,2,3,4,3,3,2,2,2,3,3,3,2,2,2,3,1,2,3,1,3,2,3,3,4,2,2,3,3,4,3,3,3,3,4
0426polyn,70,1,1,2,1,1,1,1,1,3,3,3,3,3,1,3,1,3,1,1,1,1,2,3,1,2,1,2,1,1,3,4,4,3,2,3,2
0725stwes,91,1,3,2,3,3,2,4,2,3,3,2,3,4,3,2,3,3,2,2,3,3,2,3,2,2,2,1,2,3,2,3,3,3,2,2,3
0709clfou,107,2,2,2,3,3,2,2,4,5,4,4,4,5,2,2,2,3,4,3,3,2,3,3,3,3,3,3,3,3,5,2,2,3,2,3,3
0110MiWhe,97,1,1,1,3,3,1,3,3,2,2,1,1,3,1,1,2,3,1,3,3,1,4,4,4,4,4,3,3,4,3,5,4,4,3,3,5
0517KITOR,95,2,3,4,4,4,3,4,4,5,2,4,3,4,2,2,3,3,3,2,3,2,1,2,2,2,2,2,2,2,2,3,1,2,2,2,2
0508ElChe,94,4,2,3,2,2,1,3,2,3,2,2,2,3,1,2,2,3,2,3,3,2,2,4,3,2,2,4,3,2,2,4,4,3,4,4,2
1015KaFai,106,3,1,1,3,3,2,3,3,4,3,2,3,3,1,1,2,3,2,2,2,2,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4
0131aloak,115,4,3,3,3,3,3,4,3,4,2,2,2,4,2,2,3,4,1,3,3,4,2,4,3,4,4,3,4,4,3,3,3,5,4,4,3
0909DeMilk,96,1,2,4,1,1,2,3,3,2,3,2,2,2,1,2,4,2,1,1,2,1,4,2,4,4,3,5,3,4,2,4,4,4,2,5,4
0904KrMar,84,1,1,2,2,2,2,2,2,2,2,1,1,3,1,3,2,4,2,3,3,2,3,3,3,3,2,2,2,3,3,2,3,4,2,3,3
0917jahal,86,2,1,1,2,2,1,3,2,1,2,1,1,2,1,1,1,2,1,1,2,1,4,4,4,4,4,4,4,1,5,4,4,3,4,3,3
1118didan,95,2,1,1,1,2,1,1,3,3,2,1,2,3,1,1,1,2,1,2,2,1,4,4,3,4,4,4,4,4,5,5,4,4,4,3,5
1130GeWoo,25,,,,,,,,,4,4,,4,4,,,,,,,,,,2,,,,,,,1,,,4,,,2
[Decline to Answer],96,2,2,2,3,3,2,4,3,1,1,2,3,1,2,2,1,2,2,2,2,2,3,4,3,4,3,4,4,4,4,3,3,3,3,4,3
0921hekey,83,2,1,3,3,3,1,3,2,1,2,1,2,3,2,2,1,2,2,3,1,2,3,1,3,3,2,2,3,3,2,3,3,3,2,4,4
0301BrAbr,92,3,2,1,2,2,1,2,1,2,1,1,3,2,2,1,1,2,1,1,1,2,4,4,4,5,4,4,5,3,3,4,5,4,3,2,4
1226chgui,82,1,1,1,1,2,1,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,4,4,3,4,4,4,5,4,3,3,4,4
0215babel,99,3,3,4,3,3,4,4,2,3,2,3,2,4,4,5,3,3,4,4,4,4,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2
abgh2394,99,4,3,4,4,4,3,4,4,2,2,3,,4,3,5,4,3,4,3,3,4,2,,3,3,3,2,2,3,3,2,2,,3,1,
0606ErChe,116,1,3,2,3,2,4,4,3,3,4,4,3,2,4,1,1,3,2,5,3,3,3,4,3,3,3,3,5,4,5,5,3,5,3,4,3
0707brhar,90,2,2,4,2,2,2,2,2,4,3,4,4,4,2,2,2,4,4,4,4,2,2,,2,2,2,2,5,2,2,1,2,1,2,2,2
0710JuHo,87,1,1,3,3,3,1,3,3,3,1,1,2,3,1,1,1,2,1,1,3,1,3,3,3,4,3,3,3,3,3,4,3,3,4,3,3
0828ChBou,82,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4
0707WhMar,89,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,4,3,4,5,4,4,3,4,4,4,3,5,3,4,4
0112MiAra,106,2,1,2,1,3,2,3,2,2,1,4,2,3,1,1,1,2,1,2,2,1,4,5,4,4,5,4,5,5,5,5,4,5,4,4,4
0111JeReg,118,3,4,4,4,4,4,4,3,4,3,4,4,4,3,3,2,3,3,3,3,2,3,3,3,3,4,3,4,4,2,3,3,3,3,3,3
0605ChHaw,130,4,4,4,4,5,4,5,3,4,3,4,4,4,3,1,4,4,3,3,3,3,4,5,4,4,4,3,4,5,3,3,3,3,3,2,4
0625krlit,126,3,4,4,4,4,5,5,4,2,2,2,4,4,2,3,4,4,2,2,2,2,5,4,4,5,4,4,4,4,5,3,3,4,3,2,4
0709TaSea,103,3,3,3,4,3,2,3,4,4,3,3,3,4,3,2,3,4,3,3,4,3,2,2,2,3,2,3,3,2,2,2,2,3,3,3,2
1101MiEri,86,1,1,2,1,2,2,2,1,3,2,1,1,2,1,1,2,2,1,2,2,1,4,3,3,3,3,3,4,5,4,4,3,3,3,3,5
1016maroc,108,3,2,3,3,3,3,2,2,3,3,3,4,3,3,2,3,3,3,2,2,3,4,3,3,3,4,3,3,3,3,5,3,4,3,3,3
0507jelak,105,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3
0619keSmo,81,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,4,4,4,4,4,3,3,3,2,4,4,4,4,4,4
0629kjcar,82,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,4,4,4,1,4,4,4,4,4,5,4,3,4,3,4
0803StPom,111,4,2,3,4,4,3,4,4,3,2,2,3,4,2,2,1,2,3,2,2,2,4,4,3,4,4,4,4,3,4,4,3,3,3,3,3
0519ChHar,121,4,5,4,4,4,5,4,4,4,2,4,3,4,3,2,3,2,4,3,3,3,3,4,4,3,3,4,4,3,2,2,3,3,2,4,3
0822stken,98,2,1,2,2,3,1,2,3,4,2,1,3,3,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3
0708LoRoc,115,4,1,4,2,3,1,1,5,5,4,5,3,5,2,3,3,3,3,2,3,4,3,3,3,4,4,3,3,3,4,4,3,2,3,3,4
1001ReNor,90,1,2,1,1,2,1,3,2,1,3,1,2,3,2,2,1,2,1,1,3,1,4,3,3,4,4,4,3,3,3,4,4,4,3,4,4
1114RoWes,91,1,1,1,2,2,1,1,1,2,1,1,1,3,1,1,1,3,1,1,2,1,4,4,4,4,4,4,4,4,3,5,4,5,4,5,4
1231DoPom,96,1,1,2,2,1,1,2,2,4,1,2,4,4,1,1,1,3,2,2,2,2,4,3,3,4,4,4,3,4,3,4,4,4,4,3,4
0407stfru,93,4,1,3,3,2,1,2,2,4,3,2,3,3,3,2,2,3,3,3,3,2,3,3,2,3,2,2,3,3,3,3,3,2,3,2,2
0905GiThu,100,2,2,3,3,5,3,4,3,4,2,2,3,3,2,2,1,3,1,1,3,2,3,3,3,4,4,2,3,3,3,3,3,3,3,3,3
0406VaSum,81,2,1,1,1,2,1,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,3,3,3,4,3,3,4,3,2,3,4,3,3,4,4
0907CiChe,107,4,3,4,4,3,3,3,3,3,3,4,3,3,4,3,4,4,4,4,4,4,2,3,2,2,2,2,2,2,4,1,2,3,2,2,2
0424stpra,109,3,4,5,3,3,4,4,5,4,4,4,3,3,3,2,2,4,4,2,4,3,3,2,3,3,2,2,3,3,2,3,2,2,2,2,2
1211CiCon,118,3,4,4,5,5,5,5,5,4,4,4,4,4,3,5,3,3,4,4,4,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3
0527JaOak,88,3,1,2,,3,4,1,2,3,2,1,3,2,2,4,1,2,3,3,3,2,2,3,1,3,,3,3,3,5,3,3,3,3,3,3
1025DiChe,97,2,1,2,2,3,3,3,2,2,2,2,2,2,1,1,1,2,1,2,2,1,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4
0521jacen,108,2,3,5,3,3,3,4,5,4,3,2,4,4,3,2,2,2,3,2,2,2,3,3,3,4,3,2,2,2,3,4,3,3,3,3,4
0620JuNot,98,1,2,4,4,2,2,3,3,4,2,5,2,2,3,2,4,3,4,2,4,4,2,3,1,3,2,3,4,4,1,1,2,4,2,1,3
1116naWes,99,2,2,2,2,2,2,2,3,3,3,4,2,3,2,3,2,3,2,2,3,2,3,3,3,3,3,3,4,3,3,4,3,3,3,4,3
0923HaNas,84,3,2,2,3,3,1,3,3,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,3,3,2,3,3,2,3,4,3,3,3,3
0529kacas,79,1,1,2,1,3,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,4,3,3,4,4,3,3,3,2,4,3,4,3,4,4
0718LaRoc,100,3,4,4,2,1,3,4,2,4,1,1,1,3,1,1,1,3,1,2,3,1,3,4,3,4,4,4,5,4,2,4,3,3,3,4,4
0224daroc,107,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3
0331jedaw,106,2,5,3,3,3,1,2,2,3,3,2,3,3,1,2,3,3,2,1,2,2,3,4,4,4,4,4,3,4,3,3,4,4,4,4,3
[Decline to Answer],93,2,2,2,3,3,2,2,4,1,3,,1,1,2,2,1,3,2,1,2,1,4,3,4,4,3,4,3,3,5,4,2,4,4,4,2
0702joeas,85,1,2,1,2,2,1,3,2,2,3,1,2,2,2,3,1,2,3,2,2,2,3,3,3,3,3,3,3,4,3,3,3,3,2,2,3
0603KrPie,94,1,1,3,1,2,1,3,1,1,2,1,2,2,1,1,2,2,2,1,2,1,4,4,3,5,4,4,5,4,5,4,3,5,3,3,5
1116NgEas,93,1,1,3,1,4,1,2,1,2,2,2,2,3,2,2,1,2,1,2,1,2,4,4,4,4,4,3,4,3,3,4,3,3,4,4,4
1219MaMin,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,4,4,5,4,4,4,4,4,5,4,4,4,4,5
0402StAsp,97,2,1,1,1,2,2,2,2,2,2,2,2,3,1,1,1,2,1,2,2,1,4,4,4,4,4,4,4,4,4,3,4,4,5,5,5
0601samer,75,2,2,1,1,3,1,3,2,3,2,2,2,3,1,1,1,2,1,1,2,1,3,2,3,4,3,1,3,2,2,4,2,2,2,2,3
1004kasha,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,5,5,5,4,5,5,4,5,5,5
1108repri,101,3,2,3,2,3,2,4,3,3,2,2,2,3,3,2,2,3,2,2,3,2,4,3,3,3,4,3,3,2,2,4,3,4,3,3,4
1014CyNis,106,2,3,3,3,3,4,4,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
1129pasco,91,1,1,1,1,3,2,4,1,2,2,1,2,2,1,1,1,2,2,2,3,1,4,4,4,4,4,4,3,4,4,2,4,4,3,3,4
0914ShHor,105,1,1,2,2,3,1,1,2,2,2,1,2,3,1,1,1,2,2,1,1,1,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5
0829JuRus,121,3,5,5,5,4,4,5,4,4,2,4,3,3,3,4,4,4,5,3,4,3,3,2,2,3,3,3,4,3,2,2,2,3,3,2,3
1016KyFai,84,2,1,1,1,2,1,1,2,3,2,2,2,2,1,2,1,3,2,2,3,1,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3
1030malan,85,1,1,2,2,3,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4
1107jebra,72,1,1,1,2,2,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,4,3,4,4,4,2,4,3,3,3,3,3
1024lilut,109,4,3,3,4,5,4,5,4,1,2,2,2,2,3,3,3,3,3,1,3,3,3,4,2,3,2,2,4,4,4,2,3,4,2,2,5
0813brmou,132,4,5,5,2,3,5,4,3,4,3,3,3,4,4,3,5,4,5,4,3,4,4,3,3,4,4,4,4,5,3,4,2,4,3,2,3
0802trshi,79,2,1,2,2,3,1,2,4,3,3,2,4,3,1,2,1,3,1,2,3,1,3,1,2,4,3,2,2,3,2,2,2,1,2,2,2
0404megal,81,1,2,2,2,2,2,3,2,2,2,2,2,2,1,2,1,2,1,3,2,3,3,3,3,3,3,3,3,2,4,4,1,3,2,2,1
vW9USbAn,106,2,4,3,4,3,3,3,4,4,2,1,4,4,4,3,4,3,4,4,3,3,2,3,2,3,3,2,3,3,2,2,2,2,3,3,2
0813AlCol,90,2,1,1,2,3,1,3,3,4,2,2,2,3,1,2,1,3,1,2,3,1,3,3,3,4,3,3,3,3,2,4,3,3,3,4,3
0205debed,126,4,4,4,4,4,4,4,4,3,2,3,3,3,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,4,3,2,4,3,3,4
0811RaSil,89,2,2,2,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,5,4,4,4,4,2,5,3,4,4,4,4
0210thher,91,1,1,3,3,4,1,3,3,3,2,1,3,4,2,4,2,3,1,1,3,3,3,3,3,3,3,2,4,3,4,2,2,4,1,1,2
0701KriWest,91,1,1,1,2,2,1,1,1,2,1,1,3,3,1,1,1,2,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0503LaDur,103,3,3,4,4,4,4,5,4,4,4,2,3,3,2,4,3,3,2,3,3,2,2,2,2,2,2,2,3,4,2,2,2,2,3,2,2
0326recha,96,3,2,2,3,3,2,3,4,3,3,2,4,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3
0925JeFai,96,4,2,2,4,4,4,5,5,1,2,1,2,2,1,2,3,3,2,1,3,1,3,3,3,4,3,3,3,3,2,2,2,3,2,4,2
1017BeVan,107,3,3,3,3,3,3,3,3,2,3,2,3,3,2,1,3,2,2,1,2,3,4,4,4,4,3,3,4,4,4,4,3,4,3,3,3
0830dehad,95,2,1,3,3,4,1,4,3,1,2,2,2,1,3,2,2,3,3,3,2,3,4,3,3,4,3,3,3,3,2,2,2,4,2,3,4
1220RuBro,88,2,1,2,2,3,2,2,2,2,2,2,3,3,1,1,1,1,1,1,1,1,3,3,3,4,4,4,2,3,3,4,4,4,3,4,4
0219Chfai,82,1,1,2,2,3,1,2,1,2,2,2,2,3,1,1,1,2,1,1,2,1,3,3,3,4,3,3,3,4,3,3,3,3,3,3,4
0708LuBei,76,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,1,3,3,2,2,2,2,3,2,2,3,2,3,2,2,3
1021FaMul,107,2,3,4,4,5,4,4,2,2,3,3,3,4,3,4,3,4,5,4,4,3,2,2,2,3,2,2,3,2,3,2,2,2,2,3,2
0414evmi,89,1,3,2,2,4,2,4,4,2,1,1,1,2,1,1,1,2,2,3,3,2,3,4,3,3,3,4,4,3,4,3,1,3,4,1,2
0208JaCen,92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,4,5,5,5,4,4,4,5
1024maken,81,1,1,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,4,1,4,5,5,4,4,4,3,4,4,4,3,3,2
0704JaFai,85,1,2,2,3,2,2,2,2,2,2,2,3,3,1,2,2,1,1,1,3,2,3,2,3,4,3,3,2,3,3,4,3,3,3,2,3
0223JoHol,89,1,2,1,1,2,1,2,3,2,2,1,2,2,1,2,1,2,1,1,2,1,4,3,4,4,4,4,3,4,4,3,4,4,4,3,4
0412VaPla,97,1,2,2,3,3,2,4,3,2,2,1,2,2,1,2,1,3,2,2,2,2,4,3,3,4,3,4,3,4,5,3,3,4,4,3,3
0605MUMO,67,1,1,1,1,2,1,1,2,1,1,1,2,3,1,1,1,2,1,2,2,1,3,1,1,3,3,1,2,3,2,3,3,3,3,4,3
[Decline to Answer],116,2,1,4,3,4,2,4,3,3,1,2,2,3,3,2,5,5,1,2,3,3,4,3,4,4,4,3,3,4,4,4,3,5,5,4,4
0111blreg,105,2,2,4,3,3,2,4,2,1,3,2,3,1,1,2,1,3,2,2,2,2,4,4,4,4,4,4,4,3,4,3,3,4,4,5,4
[Decline to Answer],102,3,4,5,3,3,5,4,3,3,2,3,2,3,3,3,3,4,4,5,4,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
