IDCode,Section Sum,mjon1,mjon2,mjon3,mjon4,mjon5,mjon6,mjon7,mjon8,mjon9,mjon10,mjon11,mjon12,mjon13,mjon14,mjon15,mjon16,mjon17,mjon18,mjon19,mjon20,mjon21,mjon22,mjon23,mjon24,mjon25,mjon26,mjon27,mjon28,mjon29,mjon30,mjon31,mjon32,mjon33,mjon34,mjon35,mjon36
0320AlMen,121,4,4,4,4,5,3,5,4,3,2,3,2,2,3,3,3,3,3,4,3,4,3,5,4,3,3,3,3,4,4,2,2,5,3,3,3
0221CaLyn,102,3,2,3,3,3,3,4,2,1,1,1,3,2,2,2,2,3,2,2,3,2,4,4,3,4,4,4,4,4,2,4,3,3,3,4,3
0810tatak,92,2,4,3,2,4,2,3,3,1,1,3,2,1,2,1,2,3,3,3,3,2,2,2,3,3,3,2,3,4,3,2,3,3,3,3,3
1024SuGre,98,3,3,3,4,4,3,4,4,2,2,2,4,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
0524CaAma,102,3,4,5,2,3,3,4,3,3,1,1,2,2,3,4,4,4,4,4,4,4,2,3,2,2,2,1,2,3,3,3,2,3,3,2,2
0912JeBar,100,1,1,3,2,3,1,3,2,4,2,1,3,4,1,1,1,3,1,1,2,1,4,3,4,4,4,4,4,4,4,5,4,4,4,3,4
0811shste,95,1,2,3,2,3,2,3,3,3,2,2,3,3,2,2,3,3,1,3,3,2,2,4,3,4,2,3,4,2,3,3,3,4,1,3,3
0702CaEas,95,1,2,3,1,2,1,3,1,1,3,1,1,2,1,1,1,2,1,1,2,1,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4
0714NaLon,97,2,3,3,2,3,4,4,3,3,1,2,3,3,1,1,1,2,2,1,1,1,4,3,4,4,4,4,3,3,2,3,3,4,3,3,4
0306MaPin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0614kawal,113,1,3,4,3,4,3,4,3,3,2,3,3,3,2,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,3,5,3,4,4,4,4
1225LiThu,92,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,1,1,1,1,4,4,4,5,5,4,5,4,3,5,4,4,5,4,5
1001LiNor,106,3,4,4,3,4,4,5,4,3,2,1,3,3,2,2,3,2,3,1,3,2,3,2,3,3,3,3,3,3,2,4,3,3,3,3,4
0525CaBec,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
0908PaEas,87,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,4,4,5,5,4,4,4,4,5,4,4,4,4,5
0207ShRal,89,2,1,3,3,3,1,2,3,1,2,2,2,2,1,1,2,2,1,1,1,1,4,3,4,4,3,3,3,4,3,4,3,3,4,3,4
1227AsMir,122,3,3,4,3,4,3,4,4,2,2,1,2,3,1,2,2,2,1,2,2,2,5,5,5,5,5,4,5,5,4,5,4,4,5,5,4
0327LiXav,119,4,3,4,4,4,4,4,4,5,3,4,4,4,4,4,2,4,3,4,4,4,3,2,2,2,3,3,3,2,4,2,2,4,3,2,2
0611ViNor,87,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,4,4,4,4,4,5,5,4,4,5,5,4,4,4,4
1110MaMos,74,2,1,1,3,2,1,1,4,2,2,1,1,2,2,1,1,2,1,1,1,1,3,4,3,3,3,3,2,2,2,3,2,3,2,4,2
0303KiLyd,92,2,2,2,2,2,2,2,2,4,2,2,3,2,2,2,2,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3
[Decline to Answer],110,3,2,3,3,4,2,3,3,3,3,3,3,3,1,1,1,3,1,2,3,1,3,5,4,4,4,3,4,5,4,4,3,4,4,4,4
1006ShHol,106,2,1,3,2,3,2,3,3,4,4,3,3,4,1,1,1,2,1,2,2,1,3,3,4,4,4,4,5,4,4,5,3,4,5,3,3
0810mipea,78,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,3,4,4,3,3,4,4,4,4,4,3
1015JaAgo,96,1,1,2,1,2,2,3,1,2,2,1,1,1,1,4,1,3,1,1,1,1,4,4,4,4,5,4,5,4,4,4,4,4,5,4,4
1128AnHer,93,2,3,2,4,4,2,3,3,4,4,2,3,4,2,4,2,3,1,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0722RoDel,107,2,3,2,2,3,4,3,3,2,1,1,2,3,1,1,1,2,1,2,1,1,4,4,4,4,4,4,5,5,4,5,5,5,5,4,4
0110SuHol,108,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0102SaGra,91,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,3,4,2,2,1,4,5,4,4,4,5,5,5,5,4,4,5,1,1,3
0821ChMcC,85,1,1,1,3,1,1,3,2,2,2,1,2,1,2,1,1,2,2,1,2,1,4,3,4,5,4,4,3,3,3,4,3,4,2,2,4
1001chcas,98,3,1,2,2,3,1,2,3,3,2,1,3,3,1,2,2,3,2,1,3,1,4,4,4,4,4,3,3,4,3,4,3,4,3,3,4
0720ChLak,94,1,2,2,2,2,1,2,2,1,1,1,2,2,1,1,3,3,1,1,2,1,4,3,4,4,4,3,4,4,4,5,4,5,4,4,4
0404LaSil,93,1,1,1,2,2,1,1,2,2,2,1,2,4,1,1,1,2,2,1,2,1,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4
1001SuSou,78,2,1,1,1,3,1,3,2,1,2,1,2,2,1,1,2,2,3,1,2,1,3,3,1,3,3,3,4,3,3,4,2,3,3,3,2
0602KeLov,95,3,1,1,1,4,1,4,3,1,2,2,2,3,2,1,1,3,1,1,2,1,4,3,3,3,4,4,3,4,4,4,4,4,4,3,4
0604ApFru,93,1,1,3,1,1,1,4,2,2,1,1,1,3,1,1,1,3,1,1,3,1,4,4,3,4,4,3,4,5,4,3,3,5,5,5,3
1111KiGle,90,1,2,1,2,2,1,3,3,3,1,1,1,2,1,1,1,1,1,1,2,1,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4
1005rogle,82,2,2,3,2,3,2,2,2,2,2,2,3,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,2
1109AuGree,103,2,1,4,4,3,2,3,5,4,3,3,3,5,1,1,2,2,2,1,2,1,4,3,3,4,4,2,3,3,2,4,4,3,2,3,5
0607CaFai,94,3,1,3,2,3,1,4,3,3,3,1,3,3,2,3,1,3,3,1,2,2,3,4,3,3,3,3,3,4,2,3,3,3,2,2,3
0817MaMis,97,1,1,4,3,3,2,3,4,2,2,1,2,3,1,1,1,1,2,1,2,2,5,2,5,5,5,5,5,4,1,4,5,4,1,,4
1024shhem,109,3,1,2,3,2,2,4,3,3,4,3,4,4,1,1,1,3,1,2,3,2,4,4,4,4,4,4,5,3,4,5,3,4,3,2,4
1101ReSie,66,1,1,2,2,1,1,1,2,2,2,2,3,2,1,2,1,1,2,,2,1,3,2,2,3,2,1,3,2,2,2,3,2,2,1,4
1125KiLit,88,1,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5
0816NaHop,74,1,2,1,3,2,2,4,2,1,1,1,1,3,1,1,1,3,1,2,3,1,3,,1,3,2,1,3,3,1,4,4,2,3,3,4
0506JaRad,92,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,4,4,4,4,4,5,5,5,5,5,5,4,4,5
[Decline to Answer],49,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,1,1,3,1,2,3,1,2,1,1
0409ElHop,121,4,5,5,5,5,5,5,5,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3
Kitten0623,122,2,5,5,4,4,5,5,3,4,5,4,4,5,3,4,1,5,2,5,4,3,3,4,2,3,3,2,2,3,2,3,2,3,3,3,2
0207DeLit,96,1,2,1,3,3,1,2,2,3,2,2,3,2,1,1,1,2,1,2,2,1,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4
0711KrDou,97,3,2,3,3,3,2,3,4,2,2,1,2,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,2,3,3
0927koleg,96,2,2,1,2,2,1,2,1,2,1,1,2,2,2,2,3,2,2,1,2,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4
tablo,81,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,4,4,4,4,3,4,3,4,3,4,4,3,5
0207HoFoc,94,4,4,3,3,4,3,4,3,3,1,2,3,2,2,3,3,3,2,2,3,1,2,3,2,3,2,2,2,3,4,2,2,2,3,1,3
0101CrMou,102,3,2,2,3,3,2,3,2,3,2,1,2,3,1,1,1,3,1,1,2,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5
0202MeHar,94,2,2,2,2,2,1,2,2,2,2,2,3,4,2,2,2,2,2,2,2,,4,4,3,4,3,3,4,3,3,4,3,3,4,3,4
0915karoc,72,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0118CaThu,85,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,4,5,4,3,4,4,3,5,3,5,4,4,5
1022nocdm,100,3,1,2,2,4,2,2,1,2,3,3,3,3,1,1,2,2,1,1,1,2,4,3,4,4,4,4,3,3,4,5,4,4,4,4,4
0118KeChe,86,2,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,2,2,2,3,1,3,3,3,3,4,3,5,3,2,5,2,4,3,5,4
0516KrRoc,81,1,1,1,1,2,1,3,2,1,2,1,2,2,1,3,1,2,1,1,1,1,1,4,3,4,3,4,4,4,2,4,3,4,4,3,3
1203RoFai,127,3,3,5,3,4,4,4,4,4,4,3,4,4,3,3,4,4,3,3,4,3,4,4,4,3,3,3,4,4,3,3,3,3,3,3,4
[Decline to Answer],95,2,2,2,1,2,1,3,2,3,2,1,2,2,1,2,1,1,1,1,1,1,4,4,4,5,5,4,4,3,3,5,4,4,4,4,4
[Decline to Answer],103,2,1,2,3,3,2,3,3,3,2,3,2,2,2,2,2,2,2,1,2,1,5,3,4,4,3,4,4,4,3,4,4,4,4,3,5
0620ElSta,98,2,1,1,2,4,2,4,3,3,3,1,2,3,1,1,1,2,1,1,1,1,4,4,4,4,4,4,5,3,3,4,4,4,4,3,4
1221nahar,101,3,1,2,2,3,3,3,4,2,2,1,2,2,1,3,1,2,1,1,2,1,4,4,4,4,4,3,4,4,3,5,4,5,4,3,4
0111gariv,84,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4
1202SaPin,83,2,1,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,3,4,3,4,4,3,4,3,3,4,4,4,4,4,4
[Decline to Answer],76,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,4,4,4,4,5,5,2,4,4,4,1,3,4
1021KiRoc,91,1,1,2,2,1,1,1,3,3,3,3,1,2,1,1,1,2,1,1,2,1,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4
1031gapal,112,1,3,3,1,3,4,5,3,1,1,1,1,1,1,1,1,2,1,2,1,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
0603ViRal,93,3,2,3,3,4,2,3,3,1,3,3,2,3,1,1,2,2,1,1,2,1,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3
[Decline to Answer],92,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,4,4,5,4,5,4,4,4,5,5,4,5,4,4,5
0503KiPea,106,2,2,3,2,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
0908ermoh,102,1,1,1,2,2,1,1,1,1,2,1,2,4,1,1,1,1,1,1,1,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
0808BeEri,98,1,2,2,2,3,1,3,4,2,2,1,3,2,2,3,1,3,1,3,3,1,4,4,4,4,3,2,4,3,2,4,3,4,4,4,4
0730cheve,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,3,4,4,4,5,4,5,4,4,4,3
0703teeas,101,2,3,3,3,4,4,3,4,3,2,1,4,2,1,4,1,4,1,2,3,1,3,3,2,4,3,3,4,2,3,3,3,3,3,4,3
0131CiGra,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,5,4,4,3,3,2,4,4,4,3,4,5
0816WeEas,90,1,2,3,3,3,3,3,3,2,1,1,2,2,1,2,1,3,1,1,3,1,3,2,2,3,3,3,3,4,2,4,4,4,4,3,4
1218brara,89,1,2,1,1,3,1,2,2,3,3,1,1,3,1,1,2,2,1,1,1,1,3,3,4,4,3,3,5,4,4,4,3,4,4,3,4
0716lyeas,80,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,4,5,3,4,3,4,5,5,5,4,3,4,4
0503METAG,100,1,2,2,1,4,1,4,4,4,3,2,4,3,1,1,1,2,3,1,2,1,4,4,3,4,4,4,4,4,1,4,2,4,4,3,4
0328albish,90,1,2,2,2,1,2,3,2,1,1,1,1,2,1,1,2,2,1,2,2,1,3,3,4,4,4,4,4,4,3,5,3,4,4,4,4
0806lefai,107,2,3,3,3,3,3,3,2,3,2,2,3,3,3,4,3,2,2,3,3,2,3,3,3,4,3,3,3,3,3,4,3,5,4,3,3
1103NaLew,100,2,1,4,1,2,1,3,2,2,1,,3,3,2,1,1,2,2,1,2,1,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4
1007AmNot,80,1,1,2,1,3,1,3,2,1,1,2,2,2,1,2,1,2,1,1,1,1,3,4,2,3,3,2,3,4,4,3,3,4,3,3,4
0819SaEas,77,2,3,1,1,2,1,1,2,1,2,1,3,2,2,2,1,1,2,1,1,1,3,3,3,3,4,3,3,3,3,3,2,3,2,3,3
0326LiCol,101,3,3,4,4,4,2,4,4,2,2,2,4,2,2,2,2,4,2,3,4,2,3,3,2,3,2,2,3,3,2,2,3,4,2,3,3
0711DeLos,79,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,3,1,2,2,1,3,3,3,3,3,2,3,3,3,3,3,3,3,2,4
0228cacor,99,4,1,3,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,4,4,5,4,5,5,4,4,4,5,5,5,5,5,5
1007yiche,82,1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1
1208KrDaw,117,4,4,5,4,5,5,5,4,4,4,4,4,4,5,4,4,5,5,5,5,5,2,2,1,2,1,1,3,2,2,1,1,1,1,1,2
0501AvFos,85,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,4,4,4,5,5,4,4,3,4,5,4,4,3,3,5
1030HuTre,100,2,2,3,3,2,3,3,3,2,2,3,2,2,3,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3
0708SaGra,90,2,1,1,2,3,1,2,1,3,1,4,2,2,1,2,1,1,1,1,2,1,3,3,3,4,4,4,4,3,4,4,4,4,4,3,4
0928KeLeg,95,1,1,2,1,2,2,3,2,2,2,1,2,2,1,1,1,3,1,3,2,1,4,3,3,4,4,4,4,4,5,5,4,4,4,3,4
0817LiCar,89,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,4,4,5,5,5,5,4,3,4,4,5,4,4,5
0117KaReg,87,1,1,2,2,2,1,3,1,1,1,1,1,3,1,1,1,1,1,1,2,1,3,5,3,4,4,3,4,5,3,4,4,4,4,4,4
[Decline to Answer],92,1,1,2,1,2,1,2,1,3,1,1,2,2,1,1,1,2,1,1,1,1,4,3,4,5,4,5,4,5,4,5,4,4,4,4,4
1004WeChe,116,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,3,3,4,4,3,3,3
0711JoVis,90,1,1,1,1,2,1,2,3,2,1,1,2,3,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,5,4,4,4,5,4
0708cagol,118,5,4,5,4,2,5,5,4,3,2,3,2,3,4,3,4,5,4,4,4,4,2,2,3,2,3,3,4,2,3,3,2,3,3,2,2
0910WeAsp,83,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,5,3,4,5,5,3,3,3,3,5,4,4,3,4,5
0620camai,92,1,1,2,1,1,1,1,1,2,2,1,3,2,1,1,1,2,1,2,2,1,5,4,4,5,4,4,4,5,3,3,4,5,4,3,5
1010MeChe,92,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,2,1,2,2,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
1113kiche,101,4,4,4,2,3,4,4,2,4,3,2,4,4,2,4,1,2,2,3,3,1,3,2,3,3,4,2,2,3,2,3,2,,3,3,4
0510ShFai,84,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,3,3,3,3,4,3,4,3,2,4,3,4,3,3,3
0828somar,83,1,1,3,1,3,2,4,3,2,2,1,2,3,1,1,1,1,1,1,2,1,3,4,2,3,3,2,3,3,3,3,3,4,4,3,3
0503cidoh,84,1,1,1,2,2,1,2,2,1,1,1,3,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4
1024ArSta,87,3,1,2,2,3,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,4,4,4,4,3,5,4,3,4,4,4,3,4,5
0927JoSai,99,2,1,2,2,2,2,2,2,4,2,2,2,3,2,1,2,2,1,2,2,2,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4
0717DeLak,100,3,1,1,2,2,2,3,2,2,1,1,1,2,1,1,1,2,2,1,1,1,5,5,5,4,5,5,5,5,5,4,4,4,4,2,5
6/29/2001,88,2,2,2,2,2,1,3,3,3,2,2,2,3,2,2,1,2,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4
1124LaAir,106,3,4,3,4,4,3,4,3,3,3,2,3,2,3,3,4,4,4,3,3,4,2,2,3,3,3,3,2,3,3,1,3,3,2,2,2
0517mamen,77,2,2,4,3,3,3,3,3,1,1,1,1,1,1,3,2,3,1,3,3,1,2,1,1,3,3,3,3,3,1,2,1,3,2,1,3
0605KaCre,113,3,3,4,3,4,4,4,2,4,3,4,2,3,3,2,4,3,3,3,3,2,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3
1111JaLak,91,1,1,1,1,3,1,2,2,3,2,1,2,4,1,1,1,2,2,2,2,1,4,3,4,4,3,3,4,4,3,5,4,3,3,4,4
1003loral,89,2,1,2,2,2,1,2,1,2,2,1,2,2,1,1,2,2,1,1,2,1,4,3,4,4,4,4,4,5,3,4,2,4,3,4,4
0908KaMul,87,1,1,1,1,3,2,2,1,2,1,1,1,2,1,1,1,2,1,1,2,1,4,4,4,4,4,3,4,4,3,4,4,3,4,5,4
0301miedm,110,4,4,3,4,5,3,5,4,1,1,2,2,3,1,1,2,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4
1008KrRal,82,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,3,2,3,4,4,2,2,3,2,3,3,2,3,3,3
0519BaGra,116,4,3,4,3,4,4,4,4,3,3,3,3,3,2,2,3,2,3,2,3,3,4,4,4,4,4,4,4,4,3,3,2,3,3,2,3
0129cyale,88,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,1,2,1,4,4,4,5,4,4,3,5,3,4,4,4,3,4,3
[Decline to Answer],94,2,1,1,3,3,1,3,1,3,3,1,3,3,1,4,1,3,1,1,3,1,4,3,4,4,3,4,4,4,2,4,3,3,3,3,3
1122mache,70,2,2,2,2,2,1,2,2,3,1,1,1,2,2,2,1,3,2,2,2,1,2,2,2,2,2,3,2,2,1,2,2,3,3,3,1
0303KaReg,125,5,2,3,5,5,5,5,5,5,5,5,1,5,5,5,5,4,5,5,3,5,1,3,1,2,1,1,5,4,5,1,2,1,1,1,3
0127BaSta,87,1,2,1,1,1,1,2,3,2,2,1,2,3,1,1,1,2,1,1,2,1,4,4,3,4,3,4,4,3,2,5,4,4,4,4,3
1011macam,70,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,2,1,1,1,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3
0309VITIM,106,2,3,4,4,4,4,4,4,3,2,3,2,2,1,2,2,3,2,3,4,3,4,3,3,4,4,3,2,3,2,3,2,3,3,3,3
1118LaRoc,102,2,2,3,3,4,2,2,4,3,2,1,3,3,1,3,2,2,1,2,2,1,3,4,3,4,4,3,5,4,4,3,4,3,4,2,4
0109YuHar,92,2,1,3,3,3,1,3,3,1,1,1,2,2,1,1,1,1,1,1,2,1,4,5,4,3,4,5,4,4,2,3,3,5,3,5,3
0329DoHer,98,2,1,3,2,2,1,2,3,1,1,1,1,2,1,1,1,1,1,1,2,1,4,5,4,4,4,5,5,5,4,5,4,4,5,4,5
1118TaCre,95,2,1,2,2,3,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,4,3,4,4,4,4,4,4,1,4,4,4,4,4,5
0702DiGol,88,2,1,1,2,3,1,2,3,1,3,2,1,4,1,1,1,2,1,1,2,1,4,4,3,4,4,4,4,4,3,4,,4,3,3,4
1017MeCor,79,1,1,3,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,4,3,3,3,3,3,4,4,2,3,3,4,3,4,3
0814JoJor,89,2,2,1,3,4,1,4,3,4,2,1,3,4,1,3,1,3,2,1,3,1,3,3,2,4,2,2,3,3,1,3,3,3,2,3,3
0602MoRiv,101,1,1,3,2,2,3,4,2,2,1,2,3,3,2,1,2,3,1,3,3,2,4,4,3,3,3,4,3,4,4,4,3,4,4,5,3
0622biber,84,1,1,1,1,2,1,2,2,1,1,1,1,3,1,2,1,2,1,1,2,2,3,3,3,4,4,4,3,4,3,4,4,4,3,4,4
0331JAMURROW,100,4,1,2,2,2,4,3,2,2,2,1,1,2,2,1,2,2,1,2,2,2,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4
0327LyCar,83,1,1,1,2,2,1,1,2,1,2,1,3,2,1,1,1,1,1,1,1,1,3,3,3,4,4,4,3,4,4,4,4,4,3,4,4
0516SyNor,92,2,1,2,2,1,1,2,3,2,2,2,2,2,1,1,1,2,2,1,2,1,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4
0905iraqu,102,1,1,2,1,2,1,2,2,3,2,1,2,3,1,1,1,2,1,1,2,1,4,4,4,4,5,5,5,5,5,4,5,5,5,4,5
1104RoGre,102,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4
0327JoBea,67,1,1,1,3,3,1,3,3,1,1,1,1,1,1,4,1,3,3,3,2,3,1,2,2,2,2,1,3,2,1,3,1,2,2,1,1
0606HeWin,91,3,4,3,3,4,3,4,3,2,1,1,1,3,2,1,2,3,2,1,3,1,3,2,2,3,3,2,3,3,3,3,2,4,3,3,2
0702JuEng,101,2,1,2,2,2,1,3,3,3,1,3,2,3,2,1,2,3,3,1,2,2,4,4,4,4,3,4,5,3,4,4,4,5,3,3,3
